Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
1996-01-01,11.753150939941406,11.850357873228822,11.57641181910815,11.67067236596846,43733533
1996-01-02,11.379057884216309,11.841524001092948,11.075655006513962,11.797340098805856,56167280
1996-01-03,11.075650215148926,11.59408436888072,11.016736782997944,11.443856784212064,68296318
1996-01-04,11.037357330322266,11.134563069596702,10.754574507739612,10.928368427592574,86073880
1996-01-05,10.97549819946289,11.105105845923571,10.901856408573632,11.075650320508126,76613039
1996-01-08,10.65442180633545,11.016736794369422,10.566052848958009,10.913639478939034,55395172
1996-01-09,11.237662315368652,11.664781177057383,10.43055367606884,10.545434168027958,82057540
1996-01-10,10.722171783447266,11.060921629463001,10.648529994774183,10.869454169853208,54360749
1996-01-11,11.13161849975586,11.19347713402137,10.604347510719434,10.604347510719434,65973105
1996-01-12,11.137508392333984,11.38494289186198,10.972551265355188,11.164018721166185,102152486
1996-01-15,11.172855377197266,11.364324021887805,11.10510517187942,11.252388744718296,68169665
1996-01-16,11.408509254455566,12.194999101024134,11.105106487589179,11.178748282733544,92497161
1996-01-17,10.940150260925293,11.222933079910343,10.898911571237175,11.149291286602669,65477620
1996-01-18,10.866510391235352,11.004957225350052,10.692717633768476,10.813489719796328,67620657
1996-01-19,10.996116638183594,11.034411321118704,10.795812401739617,10.795812401739617,47652365
1996-01-22,11.379057884216309,11.435024954407133,11.052089861647259,11.075655006513962,81512772
1996-01-23,11.499824523925781,11.72074871687911,11.340760153026865,11.482150969590416,130297068
1996-01-24,11.110997200012207,11.19347456615169,10.834106007117972,11.134561140960539,54484752
1996-01-25,11.217042922973633,11.411455614682511,11.164021063245675,11.311304668568027,67701207
1996-01-26,11.217042922973633,11.217042922973633,11.217042922973633,11.217042922973633,0
1996-01-29,11.729589462280273,11.83857840245423,11.284795730486474,11.34076398971693,75689901
1996-01-30,11.991747856140137,12.301040998265426,11.605867727303796,11.900432511143094,89163372
1996-01-31,11.582304000854492,11.944619038685442,11.373161764133993,11.723694828467405,56831282
1996-02-01,12.156705856323242,12.253912799252412,11.502771163471802,11.502771163471802,96599349
1996-02-02,12.996216773986816,13.07869415959789,12.312825406004105,12.401194373713224,106010376
1996-02-05,13.815109252929688,14.286414447585324,13.167066098953871,13.167066098953871,160942920
1996-02-06,13.932933807373047,14.463152405380018,13.608912257100249,14.021303970687692,147345446
1996-02-07,13.688446998596191,13.96239191194653,12.960870440787138,13.485197508338178,67480756
1996-02-08,14.07727336883545,14.301144010110901,13.473415249458558,13.729686622024586,52796395
1996-02-09,15.072904586791992,15.273208895463874,13.956502526023069,14.212773899810156,74580228
